3-gram,frequency
"('ADC', 'INC', 'CMP')",5
"('ADD', 'SHR', 'CALL_NEAR')",1
"('SHR', 'CALL_NEAR', 'XOR')",1
"('POP', 'JB', 'JNBE')",1
"('SETZ', 'MOV', 'INC')",6
"('CMP', 'JBE', 'NOP')",2
"('JBE', 'NOP', 'MOV')",1
"('ADD', 'ADC', 'INC')",4
"('TEST', 'JBE', 'SUB')",2
"('ADD', 'ADD', 'ADC')",5
"('SUB', 'JNZ', 'SHR')",2
"('SUB', 'JNZ', 'SHL')",1
"('DEC', 'CMP', 'SBB')",2
"('SHL', 'AND', 'JZ')",1
"('MOVZX', 'CMP', 'SETZ')",1
"('SETZ', 'LEA', 'MOVSX')",1
"('PUSH', 'REP_MOVSD', 'PUSH')",1
"('CALL_NEAR', 'JL', 'TEST')",3
"('MOV', 'REPE_CMPSD', 'OR')",2
"('REPE_CMPSD', 'OR', 'JMP')",2
"('RET_NEAR', 'REP_MOVSD', 'JMP')",4
"('REPE_CMPSB', 'JNZ', 'XOR')",1
"('PUSH', 'PUSH', 'STOSW')",8
"('PUSH', 'STOSW', 'MOV')",4
"('JL', 'PUSH', 'AND')",3
"('XOR', 'REPE_CMPSD', 'ADD')",4
"('REPE_CMPSD', 'ADD', 'JMP')",2
"('JNL', 'DEC', 'DEC')",4
"('JB', 'AND', 'XOR')",6
"('XOR', 'DIV', 'POP')",9
"('DIV', 'POP', 'MOV')",5
"('SAR', 'RET_NEAR', 'XOR')",7
"('MOV', 'SHL', 'MUL')",1
"('SHL', 'MUL', 'SETO')",1
"('JNZ', 'REPE_CMPSD', 'REPE_CMPSD')",1
"('RET_NEAR', 'REPE_CMPSD', 'REPE_CMPSD')",2
"('REPE_CMPSD', 'REPE_CMPSD', 'MOVZX')",1
"('REPE_CMPSD', 'MOVZX', 'TEST')",1
"('REPE_CMPSB', 'TEST', 'JL')",4
"('LEA', 'POP', 'REPE_CMPSD')",2
"('INC', 'XADD_LOCK', 'CMP')",11
"('OR', 'XADD_LOCK', 'XOR')",11
"('XADD_LOCK', 'XOR', 'CMP')",11
"('OR', 'XADD_LOCK', 'JMP')",11
"('INC', 'ADD', 'CALL_NEAR')",7
"('AND', 'DEC', 'MOVZX')",9
"('DEC', 'MOVZX', 'NEG')",9
"('ADD', 'JS', 'MOVZX')",3
"('JS', 'MOVZX', 'PUSH')",7
"('SETNZ', 'SHL', 'XOR')",12
"('MOVSD', 'POP', 'LEA')",2
"('SETNL', 'POP', 'SHL')",1
"('MOVZX', 'LEA', 'MOVSD')",2
"('MOVZX', 'PUSH', 'MOVSD')",1
"('MOVSD', 'PUSH', 'CALL_NEAR')",3
"('POP', 'REPE_CMPSD', 'PUSH')",1
"('XOR', 'JMP', 'MOVSD')",3
"('JMP', 'MOVSD', 'MOVSD')",4
"('LEA', 'MOVZX', 'SUB')",11
"('JBE', 'POP', 'CMP')",6
"('RET_NEAR', 'INC', 'DEC')",22
"('REP_STOSD', 'JMP', 'CMP')",1
"('STOSD', 'LEA', 'STOSD')",6
"('XOR', 'STOSD', 'PUSH')",4
"('LEA', 'STOSD', 'CMP')",6
"('STOSD', 'CMP', 'JNB')",4
"('JNBE', 'RET_NEAR', 'MOV')",2
"('SAR', 'CMP', 'JB')",30
"('ADC', 'CALL_NEAR', 'ADD')",2
"('CALL_NEAR', 'ADD', 'ADC')",12
"('ADC', 'XOR', 'ADD')",1
"('MOV', 'SHR', 'SHLD')",2
"('SHR', 'SHLD', 'AND')",2
"('SHLD', 'AND', 'MOVZX')",2
"('JB', 'SUB', 'MOVZX')",2
"('JL', 'XOR', 'LEA')",18
"('IMUL', 'SUB', 'SHL')",15
"('SUB', 'SHL', 'CDQ')",15
"('SHL', 'CDQ', 'OR')",15
"('CDQ', 'OR', 'OR')",15
"('IMUL', 'CALL_NEAR', 'SHR')",7
"('CALL_NEAR', 'SHR', 'INC')",7
"('IMUL', 'CALL_NEAR', 'CMP')",7
"('SHR', 'RET_NEAR', 'AND')",7
"('JNZ', 'XOR', 'DEC')",4
"('SETZ', 'POP', 'XOR')",5
"('JS', 'CALL_NEAR', 'AND')",1
"('MOV', 'SETNZ', 'NEG')",1
"('MOVSW', 'XOR', 'AND')",1
"('SAR', 'PUSH', 'CMP')",5
"('CALL_NEAR', 'OR', 'XADD_LOCK')",1
"('XADD_LOCK', 'DEC', 'JNZ')",11
"('JB', 'SHL', 'LEA')",1
"('MOVSD', 'AND', 'POP')",9
"('ADD', 'STOSD', 'PUSH')",4
"('JL', 'XOR', 'LEAVE')",8
"('LEA', 'PUSH', 'SBB')",6
"('LEA', 'MOV', 'XCHG')",3
"('ADD', 'MOV', 'LEAVE')",2
"('RET_NEAR', 'LEA', 'MOVSX')",2
"('CALL_NEAR', 'MOV', 'STOSD')",2
"('STOSD', 'JMP', 'MOVZX')",1
"('LEA', 'CMP', 'SBB')",66
"('CMP', 'SBB', 'NOT')",45
"('MOVZX', 'PUSH', 'DEC')",3
"('SETNZ', 'RET_NEAR', 'CMP')",3
"('SHL', 'SAR', 'SHL')",11
"('SAR', 'SHL', 'XOR')",3
"('JS', 'CMP', 'JBE')",7
"('REPE_CMPSD', 'CMP', 'MOV')",5
"('REP_STOSD', 'AND', 'POP')",10
"('STOSD', 'MOV', 'NEG')",3
"('STOSD', 'CMP', 'JNZ')",5
"('XOR', 'PUSH', 'STOSD')",6
"('MOV', 'MOV', 'FLDZ')",3
"('MOV', 'FLDZ', 'MOV')",5
"('FLDZ', 'MOV', 'FSTP')",4
"('FSTP', 'MOV', 'PUSH')",4
"('POP', 'MOV', 'FLDZ')",3
"('FLDZ', 'AND', 'FSTP')",4
"('AND', 'FSTP', 'AND')",4
"('FSTP', 'AND', 'MOV')",6
"('LEA', 'MOVZX', 'STOSD')",4
"('MOVZX', 'STOSD', 'TEST')",4
"('MOVZX', 'AND', 'NOT')",3
"('AND', 'NOT', 'TEST')",3
"('JZ', 'PUSH', 'NEG')",10
"('ADD', 'JS', 'LEA')",6
"('INC', 'TEST', 'JS')",5
"('JL', 'AND', 'MOVSX')",3
"('NOT', 'PUSH', 'LEA')",2
"('JNL', 'LEA', 'MOVZX')",3
"('POP', 'SETZ', 'AND')",2
"('SBB', 'MOV', 'INC')",5
"('INC', 'CALL_NEAR', 'POP')",16
"('NEG', 'SBB', 'SHR')",1
"('ADC', 'POP', 'RET_NEAR')",3
"('LEA', 'CALL_NEAR', 'JNZ')",1
"('RET_NEAR', 'REPE_CMPSD', 'JNZ')",2
"('CALL_NEAR', 'MOV', 'FLDZ')",2
"('JZ', 'JZ', 'SUB')",4
"('LEA', 'PUSH', 'JNZ')",26
"('JNL', 'JMP', 'JL')",3
"('JMP', 'JL', 'XOR')",3
"('AND', 'LEA', 'DEC')",6
"('IMUL', 'XOR', 'TEST')",6
"('OR', 'JNZ', 'AND')",20
"('JNBE', 'OR', 'PUSH')",4
"('MOVZX', 'NOT', 'TEST')",4
"('JL', 'MOV', 'REP_MOVSD')",3
"('CALL_NEAR', 'REP_MOVSD', 'PUSH')",7
"('TEST', 'JNZ', 'NOP')",11
"('JNZ', 'NOP', 'NOP')",12
"('REPE_CMPSD', 'JNZ', 'CALL_NEAR')",6
"('POP', 'INC', 'RET_NEAR')",13
"('JZ', 'MOVZX', 'CWDE')",8
"('MOVZX', 'CWDE', 'ADD')",8
"('CWDE', 'ADD', 'MOVZX')",16
"('LEA', 'MOVSX', 'MOVZX')",8
"('MOVSX', 'MOVZX', 'JMP')",48
"('MOVZX', 'MOVZX', 'NEG')",8
"('SBB', 'AND', 'NEG')",9
"('JMP', 'SUB', 'TEST')",5
"('LEA', 'PUSH', 'SETZ')",5
"('PUSH', 'SETZ', 'DEC')",8
"('SETZ', 'DEC', 'PUSH')",5
"('AND', 'XOR', 'LEAVE')",9
"('LEA', 'POP', 'ADD')",10
"('ADD', 'DEC', 'REP_MOVSD')",5
"('DEC', 'REP_MOVSD', 'REP_MOVSD')",6
"('REP_MOVSD', 'MOV', 'JNZ')",5
"('MOVZX', 'JZ', 'POP')",7
"('MOVZX', 'PUSH', 'TEST')",11
"('MOV', 'POP', 'JNBE')",5
"('POP', 'JNBE', 'TEST')",5
"('OR', 'CMP', 'SETNZ')",6
"('SETNZ', 'AND', 'CMP')",8
"('PUSH', 'IMUL', 'LEA')",5
"('LEA', 'MOVSX', 'PUSH')",10
"('CMP', 'JZ', 'CWDE')",9
"('JZ', 'CWDE', 'ADD')",9
"('JNZ', 'MOVSX', 'DEC')",1
"('JNL', 'INC', 'CALL_NEAR')",5
"('TEST', 'SETNZ', 'MOVZX')",9
"('SETNZ', 'MOVZX', 'NEG')",4
"('JNLE', 'CALL_NEAR', 'CMP')",10
"('CMP', 'JB', 'SBB')",4
"('JB', 'SBB', 'SBB')",4
"('STOSD', 'OR', 'AND')",4
"('POP', 'JBE', 'MOV')",11
"('INC', 'MOVZX', 'POP')",5
"('MOVZX', 'POP', 'XOR')",4
"('JNBE', 'XOR', 'RET_NEAR')",5
"('MUL', 'SHRD', 'PUSH')",2
"('ADC', 'MOV', 'POP')",5
"('REPE_CMPSB', 'MOV', 'JNZ')",6
"('JNZ', 'DEC', 'AND')",2
"('JNLE', 'CMP', 'LEA')",2
"('JL', 'SUB', 'SAR')",2
"('JS', 'MOV', 'CALL_NEAR')",4
"('OR', 'XOR', 'LEAVE')",3
"('SAR', 'LEA', 'JZ')",4
"('PUSH', 'SETNZ', 'NEG')",3
"('MOVZX', 'AND', 'NEG')",7
"('SBB', 'AND', 'MOVZX')",4
"('SBB', 'AND', 'NOT')",2
"('MOVZX', 'MOV', 'NOT')",3
"('REP_STOSD', 'AND', 'ADD')",2
"('INC', 'JNZ', 'JMP')",3
"('STOSD', 'MOV', 'DEC')",6
"('LEA', 'SUB', 'MOVZX')",6
"('JL', 'INC', 'SUB')",6
"('CALL_NEAR', 'LEA', 'SHR')",3
"('JB', 'INC', 'XOR')",3
"('MOV', 'LEA', 'REPE_CMPSD')",2
"('LEA', 'REPE_CMPSD', 'SETZ')",2
"('SETZ', 'POP', 'DEC')",2
"('AND', 'MOV', 'JNL')",2
"('NEG', 'ADD', 'TEST')",3
"('POP', 'JNLE', 'JZ')",4
"('XOR', 'RET_NEAR', 'NEG')",3
"('PUSH', 'JMP', 'REPE_CMPSD')",6
"('POP', 'CALL_NEAR', 'JNL')",1
"('CALL_NEAR', 'JNL', 'CMP')",1
"('CALL_NEAR', 'JL', 'XOR')",3
"('JNLE', 'AND', 'CMP')",3
"('SETNZ', 'RET_NEAR', 'JLE')",1
"('RET_NEAR', 'JLE', 'AND')",2
"('ADD', 'NOP', 'NOP')",5
"('JNB', 'NOP', 'NOP')",2
"('PUSH', 'LEA', 'SAR')",4
"('TEST', 'LEA', 'REP_STOSD')",1
"('REP_STOSD', 'POP', 'JNZ')",1
"('SETNZ', 'CALL_NEAR', 'CMP')",3
"('PUSH', 'JZ', 'JLE')",1
"('AND', 'TEST', 'REP_STOSB')",1
"('TEST', 'REP_STOSB', 'POP')",1
"('REP_STOSB', 'POP', 'JZ')",1
"('POP', 'CALL_NEAR', 'REP_MOVSD')",4
"('JMP', 'JZ', 'ADD')",6
"('MOVZX', 'PUSH', 'NEG')",8
"('MOVSX', 'PUSH', 'JMP')",4
"('RET_NEAR', 'IMUL', 'NEG')",2
"('IDIV', 'CMP', 'JNZ')",3
"('AND', 'PUSH', 'SHR')",13
"('JNZ', 'SHL', 'XOR')",14
"('LEA', 'SHR', 'JMP')",13
"('JZ', 'SHR', 'TEST')",18
"('DEC', 'JNZ', 'JZ')",4
"('PUSH', 'SUB', 'CDQ')",3
"('ADD', 'SUB', 'CDQ')",5
"('CDQ', 'SUB', 'XOR')",10
"('XOR', 'PUSH', 'SAR')",2
"('JNS', 'XOR', 'POP')",16
"('REP_STOSD', 'INC', 'PUSH')",3
"('POP', 'AND', 'SETNZ')",6
"('AND', 'SETNZ', 'MOV')",1
"('SHR', 'MOV', 'DEC')",5
"('CALL_NEAR', 'JZ', 'LEA')",4
"('SETZ', 'LEA', 'MOV')",11
"('JNBE', 'JNB', 'TEST')",5
"('JNLE', 'JZ', 'MOVZX')",4
"('CMP', 'JNZ', 'CWDE')",3
"('JNZ', 'CWDE', 'ADD')",7
"('CWDE', 'ADD', 'MOV')",13
"('TEST', 'JNZ', 'CWDE')",4
"('JLE', 'MOVZX', 'ADD')",8
"('IMUL', 'PUSH', 'INC')",12
"('ADD', 'SAR', 'LEA')",43
"('SAR', 'LEA', 'IMUL')",12
"('MOVSD', 'MOVSD', 'ADC')",12
"('MOVSD', 'ADC', 'MOV')",12
"('ADC', 'MOV', 'MOVSD')",12
"('IMUL', 'INC', 'MOV')",16
"('SAR', 'SAR', 'LEA')",14
"('SAR', 'LEA', 'ADD')",46
"('JMP', 'ADC', 'ADD')",12
"('SAR', 'LEA', 'CDQ')",88
"('IDIV', 'MOV', 'CALL_NEAR')",64
"('SUB', 'LEA', 'CDQ')",17
"('NEG', 'AND', 'POP')",12
"('SUB', 'CMP', 'SETZ')",12
"('ADD', 'SAR', 'SUB')",14
"('ADD', 'SAR', 'XOR')",12
"('SAR', 'XOR', 'SUB')",12
"('SETZ', 'MOV', 'NEG')",29
"('IDIV', 'CMP', 'MOV')",14
"('ADD', 'CDQ', 'XOR')",9
"('MOVZX', 'AND', 'JZ')",17
"('XOR', 'NEG', 'LEA')",1
"('CMP', 'JMP', 'LEAVE')",4
"('JMP', 'DEC', 'TEST')",14
"('MOVSD', 'JMP', 'XOR')",1
"('REPE_CMPSD', 'REPE_CMPSD', 'REP_MOVSD')",5
"('REPE_CMPSD', 'REP_MOVSD', 'JMP')",5
"('JNLE', 'ADD', 'RET_NEAR')",10
"('STOSD', 'MOV', 'INC')",1
"('OR', 'JZ', 'INC')",9
"('CALL_NEAR', 'REPE_CMPSB', 'PUSH')",3
"('REPE_CMPSB', 'PUSH', 'LEA')",3
"('STOSD', 'STOSD', 'CALL_NEAR')",2
"('SAR', 'PUSH', 'SUB')",4
"('MOV', 'REP_STOSD', 'CMP')",3
"('ADD', 'PUSH', 'STOSD')",2
"('STOSD', 'PUSH', 'CALL_NEAR')",3
"('TEST', 'MOV', 'JS')",3
"('STOSD', 'POP', 'JNBE')",8
"('MOVSD', 'MOVSD', 'SUB')",19
"('MOVSD', 'SUB', 'DEC')",3
"('SUB', 'DEC', 'MOVSD')",3
"('JZ', 'MOV', 'JNL')",6
"('JZ', 'JB', 'TEST')",2
"('JNL', 'RET_NEAR', 'PUSH')",6
"('LEA', 'LEA', 'IMUL')",6
"('LEA', 'IMUL', 'CMP')",8
"('TEST', 'JNLE', 'CALL_NEAR')",4
"('JNLE', 'CALL_NEAR', 'XOR')",2
"('LEA', 'AND', 'SHL')",10
"('JNLE', 'INC', 'POP')",2
"('LEA', 'JLE', 'NEG')",2
"('RET_NEAR', 'INC', 'IMUL')",2
"('TEST', 'JLE', 'NEG')",2
"('CALL_NEAR', 'CMP', 'SETNL')",2
"('CMP', 'SETNL', 'INC')",2
"('SETNL', 'INC', 'JMP')",2
"('JL', 'CALL_NEAR', 'XOR')",8
"('JL', 'INC', 'IMUL')",2
"('JNLE', 'NEG', 'SBB')",1
"('TEST', 'LEA', 'MOVSD')",4
"('MOVSD', 'JZ', 'PUSH')",4
"('SHR', 'SUB', 'TEST')",9
"('SHL', 'INC', 'LEA')",11
"('SHL', 'CALL_NEAR', 'PUSH')",1
"('JNL', 'XOR', 'TEST')",6
"('SUB', 'SUB', 'JS')",2
"('JZ', 'JLE', 'AND')",10
"('JL', 'ADD', 'LEA')",1
"('AND', 'JS', 'XOR')",3
"('JS', 'XOR', 'INC')",7
"('JL', 'OR', 'INC')",1
"('DEC', 'CMP', 'JLE')",24
"('SHL', 'SAR', 'CALL_NEAR')",2
"('SAR', 'CALL_NEAR', 'TEST')",7
"('SHR', 'TEST', 'SETZ')",3
"('JB', 'DEC', 'JNZ')",1
"('JNZ', 'MOV', 'STOSD')",1
"('DEC', 'IMUL', 'PUSH')",8
"('ADD', 'DEC', 'POP')",7
"('AND', 'RET_NEAR', 'NOP')",1
"('AND', 'RET_NEAR', 'DEC')",2
"('DEC', 'MOV', 'RET_NEAR')",12
"('JNZ', 'CALL_NEAR', 'INC')",8
"('CALL_NEAR', 'MOVZX', 'OR')",10
"('JZ', 'RET_NEAR', 'RET_NEAR')",5
"('SBB', 'SBB', 'LEA')",1
"('MOV', 'JLE', 'AND')",1
"('SAR', 'RET_NEAR', 'TEST')",1
"('LEA', 'AND', 'JNZ')",2
"('JL', 'IMUL', 'PUSH')",2
"('CMP', 'JL', 'JLE')",4
"('POP', 'LEA', 'REPE_CMPSD')",3
"('REPE_CMPSD', 'MOV', 'SETZ')",5
"('SETZ', 'POP', 'LEA')",4
"('REPE_CMPSD', 'SETZ', 'MOV')",2
"('JL', 'PUSH', 'INC')",1
"('MOVSD', 'MOV', 'JZ')",3
"('JZ', 'JNZ', 'CMP')",1
"('SAR', 'INC', 'LEA')",4
"('REPE_CMPSD', 'SETZ', 'PUSH')",2
"('XOR', 'LEA', 'REPE_CMPSD')",3
"('JZ', 'MOV', 'JL')",1
"('JL', 'AND', 'OR')",2
"('CMP', 'LEA', 'REP_STOSD')",2
"('REP_STOSD', 'POP', 'JNBE')",2
"('SUB', 'JMP', 'JNZ')",1
"('JMP', 'JNZ', 'TEST')",4
"('AND', 'POP', 'NOP')",1
"('AND', 'AND', 'JNZ')",1
"('SHL', 'SHR', 'SAR')",2
"('SHR', 'SAR', 'XOR')",1
"('AND', 'TEST', 'SETZ')",2
"('INC', 'TEST', 'SETZ')",5
"('SETZ', 'CALL_NEAR', 'POP')",1
"('SHL', 'SAR', 'SAR')",9
"('JNZ', 'MOVZX', 'NEG')",6
"('JZ', 'JB', 'INC')",1
"('JNB', 'SUB', 'POP')",1
"('RET_NEAR', 'ADD', 'JZ')",1
"('MOV', 'MUL', 'CMP')",5
"('MUL', 'CMP', 'JNBE')",4
"('JB', 'ADD', 'MOVZX')",2
"('SUB', 'MOVZX', 'JZ')",4
"('MOVZX', 'JZ', 'ADD')",1
"('JL', 'JZ', 'XOR')",3
"('LEA', 'SAR', 'SUB')",1
"('CDQ', 'ADD', 'ADC')",6
"('SUB', 'SAR', 'CDQ')",10
"('SAR', 'CDQ', 'ADD')",5
"('JNB', 'SUB', 'SAR')",7
"('MOVZX', 'TEST', 'MOVZX')",4
"('MOV', 'AND', 'MUL')",1
"('AND', 'MUL', 'TEST')",1
"('XOR', 'MOVZX', 'POP')",1
"('SAR', 'OR', 'TEST')",1
"('OR', 'TEST', 'SETZ')",1
"('PUSH', 'SETNZ', 'LEA')",22
"('SHL', 'PUSH', 'AND')",4
"('INC', 'MOV', 'MOVSD')",2
"('TEST', 'PUSH', 'SETZ')",3
"('NOP', 'MOVZX', 'MOV')",8
"('JZ', 'NOP', 'TEST')",1
"('AND', 'IMUL', 'PUSH')",8
"('LEA', 'AND', 'IMUL')",2
"('RET_NEAR', 'ADD', 'NOP')",1
"('NOP', 'MOV', 'MOVZX')",7
"('CMP', 'JNLE', 'IMUL')",5
"('JNLE', 'IMUL', 'INC')",3
"('JL', 'SUB', 'LEA')",3
"('AND', 'PUSH', 'MOVSD')",1
"('AND', 'PUSH', 'JBE')",3
"('STOSW', 'POP', 'JNBE')",1
"('MOV', 'AND', 'MOVSW')",1
"('AND', 'MOVSW', 'CALL_NEAR')",1
"('PUSH', 'MOV', 'MOVSW')",3
"('MOV', 'MOVSW', 'CALL_NEAR')",4
"('REP_MOVSD', 'MOVSW', 'POP')",1
"('LEA', 'SHR', 'POP')",2
"('SHR', 'POP', 'INC')",2
"('POP', 'INC', 'MUL')",2
"('INC', 'MUL', 'PUSH')",3
"('MOVZX', 'INC', 'NEG')",2
"('LEA', 'DIV', 'INC')",1
"('DIV', 'INC', 'MUL')",1
"('JNL', 'JMP', 'JNZ')",1
"('MOV', 'SAR', 'CDQ')",1
"('CDQ', 'ADD', 'MOV')",5
"('ADC', 'SUB', 'SAR')",1
"('JNZ', 'NEG', 'JMP')",2
"('NEG', 'MOV', 'OR')",6
"('JNB', 'DIV', 'NEG')",8
"('DIV', 'NEG', 'JNLE')",8
"('NEG', 'JNLE', 'RET_NEAR')",8
"('JNLE', 'RET_NEAR', 'MOV')",5
"('SETNZ', 'OR', 'POP')",1
"('SUB', 'SAR', 'CALL_NEAR')",13
"('POP', 'RET_NEAR', 'JL')",4
"('XOR', 'CMP', 'JMP')",7
"('CMP', 'JMP', 'SETZ')",2
"('JMP', 'SETZ', 'MOV')",1
"('JNZ', 'SHL', 'SAR')",1
"('SUB', 'SHR', 'POP')",2
"('JZ', 'RET_NEAR', 'OR')",1
"('TEST', 'MOV', 'JBE')",16
"('SETZ', 'SHL', 'AND')",1
"('JLE', 'CMP', 'SETNZ')",1
"('XOR', 'TEST', 'JMP')",4
"('JMP', 'SETZ', 'TEST')",1
"('XOR', 'JMP', 'REPE_CMPSD')",1
"('XOR', 'MOVZX', 'NEG')",1
"('SUB', 'MOV', 'REP_STOSD')",3
"('REP_STOSD', 'CMP', 'JNL')",1
"('MOV', 'REP_STOSD', 'POP')",5
"('CALL_NEAR', 'AND', 'JNZ')",6
"('CALL_NEAR', 'REP_STOSD', 'MOV')",2
"('JB', 'POP', 'LEAVE')",9
"('AND', 'MOV', 'JBE')",1
"('JL', 'JMP', 'AND')",10
"('MOVZX', 'DEC', 'MOVZX')",1
"('DEC', 'MOVZX', 'JNZ')",1
"('SHR', 'SAR', 'MOV')",1
"('MOV', 'JZ', 'FLD1')",1
"('JZ', 'FLD1', 'FST')",5
"('FLD1', 'FST', 'FLDZ')",1
"('FST', 'FLDZ', 'FST')",1
"('FLDZ', 'FST', 'FST')",2
"('FST', 'FST', 'FXCH')",1
"('FST', 'FXCH', 'FST')",2
"('FXCH', 'FST', 'FXCH')",1
"('FXCH', 'FST', 'FSTP')",1
"('FST', 'FSTP', 'FSTP')",1
"('FSTP', 'FSTP', 'OR')",1
"('FSTP', 'OR', 'POP')",1
"('INC', 'JZ', 'TEST')",2
"('SHL', 'SAR', 'DEC')",5
"('SAR', 'DEC', 'JNZ')",1
"('CALL_NEAR', 'SUB', 'JS')",1
"('SUB', 'JS', 'TEST')",2
"('JNLE', 'SUB', 'SUB')",1
"('SUB', 'SUB', 'JNS')",5
"('TEST', 'JNLE', 'SUB')",2
"('PUSH', 'AND', 'JMP')",1
"('JBE', 'INC', 'MOV')",3
"('NEG', 'ADD', 'JNS')",2
"('JNS', 'MOV', 'CDQ')",1
"('NEG', 'ADD', 'JS')",2
"('SUB', 'JZ', 'CALL_NEAR')",3
"('AND', 'MOV', 'CDQ')",4
"('JBE', 'CMP', 'JLE')",5
"('JNLE', 'SUB', 'CMP')",7
"('SUB', 'JNS', 'TEST')",8
"('CMP', 'JNZ', 'CDQ')",1
"('JNZ', 'CDQ', 'SUB')",1
"('JNLE', 'TEST', 'JL')",9
"('JNL', 'AND', 'TEST')",3
"('ADD', 'POP', 'NOP')",2
"('MOV', 'CALL_NEAR', 'FILD')",5
"('CALL_NEAR', 'FILD', 'PUSH')",1
"('FILD', 'PUSH', 'PUSH')",3
"('PUSH', 'LEA', 'FSTP')",2
"('LEA', 'FSTP', 'FILD')",3
"('FSTP', 'FILD', 'FSTP')",4
"('FILD', 'FSTP', 'CALL_NEAR')",3
"('FSTP', 'FLD', 'FADD')",2
"('FLD', 'FADD', 'FSTP')",2
"('FADD', 'FSTP', 'FLD')",1
"('FADD', 'FSTP', 'FLD1')",1
"('FSTP', 'FLD1', 'FSTP')",1
"('FLD1', 'FSTP', 'AND')",1
"('FSTP', 'AND', 'LEAVE')",1
"('MOVSD', 'MOVSD', 'FLD')",1
"('MOVSD', 'FLD', 'CALL_NEAR')",1
"('MOV', 'MOV', 'FLD')",11
"('FLD', 'CALL_NEAR', 'ADD')",1
"('JNS', 'CALL_NEAR', 'CALL_NEAR')",4
"('JNLE', 'PUSH', 'MOVZX')",9
"('JNB', 'OR', 'XOR')",14
"('NOT', 'AND', 'MOVZX')",2
"('JLE', 'AND', 'TEST')",4
"('TEST', 'JZ', 'PXOR')",3
"('JZ', 'PXOR', 'PXOR')",3
"('PXOR', 'PXOR', 'PXOR')",6
"('PXOR', 'PXOR', 'MOV')",3
"('PXOR', 'MOV', 'MOV')",3
"('NOP', 'CMP', 'JNL')",7
"('OR', 'JZ', 'SHL')",7
"('JZ', 'SHL', 'OR')",10
"('OR', 'SHL', 'MOVD')",9
"('SHL', 'MOVD', 'MOVD')",9
"('MOVD', 'MOVD', 'PUNPCKLBW')",9
"('MOVD', 'PUNPCKLBW', 'PUNPCKLBW')",9
"('PUNPCKLBW', 'PUNPCKLBW', 'MOVQ')",9
"('PUNPCKLBW', 'MOVQ', 'PSRLW')",9
"('MOVQ', 'PSRLW', 'PADDW')",9
"('PSRLW', 'PADDW', 'PMULLW')",9
"('PADDW', 'PMULLW', 'PSRLW')",9
"('PMULLW', 'PSRLW', 'PACKUSWB')",9
"('PSRLW', 'PACKUSWB', 'MOVD')",9
"('PACKUSWB', 'MOVD', 'OR')",9
"('MOVD', 'OR', 'MOV')",9
"('INC', 'JMP', 'EMMS')",1
"('JMP', 'EMMS', 'XOR')",1
"('EMMS', 'XOR', 'INC')",3
"('SUB', 'IMUL', 'IMUL')",7
"('MOV', 'SETZ', 'CMP')",12
"('MOVZX', 'IMUL', 'CDQ')",24
"('AND', 'JNZ', 'RET_NEAR')",1
"('SHL', 'SAR', 'SUB')",1
"('INC', 'IMUL', 'CMP')",6
"('INC', 'IMUL', 'INC')",2
"('IMUL', 'INC', 'IMUL')",6
"('CMP', 'JLE', 'FILD')",3
"('JLE', 'FILD', 'FMUL')",2
"('FMUL', 'CALL_NEAR', 'JMP')",5
"('JLE', 'POP', 'JMP')",1
"('JZ', 'INC', 'CDQ')",1
"('INC', 'CDQ', 'IDIV')",3
"('RET_NEAR', 'AND', 'MOVZX')",13
"('CALL_NEAR', 'INC', 'CDQ')",1
"('IDIV', 'XOR', 'CMP')",1
"('SAR', 'DEC', 'MOV')",2
"('SAR', 'PUSH', 'SAR')",1
"('PUSH', 'SAR', 'SUB')",3
"('JNL', 'AND', 'AND')",8
"('SETNZ', 'CMP', 'SETNZ')",1
"('FMUL', 'CALL_NEAR', 'INC')",1
"('JMP', 'JZ', 'TEST')",2
"('JNLE', 'MOVZX', 'DEC')",6
"('REP_STOSD', 'CALL_NEAR', 'PUSH')",11
"('JLE', 'SUB', 'PUSH')",4
"('PUSH', 'NEG', 'ADD')",1
"('XOR', 'JL', 'XOR')",1
"('SAR', 'DEC', 'JZ')",5
"('IMUL', 'MOVZX', 'CDQ')",4
"('MOV', 'IDIV', 'TEST')",7
"('SETNZ', 'JMP', 'MOV')",4
"('JZ', 'DEC', 'RET_NEAR')",1
"('REP_STOSD', 'MOV', 'CDQ')",1
"('JNL', 'OR', 'PUSH')",4
"('MOV', 'MOVZX', 'JNLE')",1
"('MOVZX', 'JNLE', 'MOVZX')",1
"('JNLE', 'MOVZX', 'ADD')",1
"('CMP', 'JNLE', 'RET_NEAR')",6
"('JNLE', 'RET_NEAR', 'MOVSX')",1
"('JNL', 'PUSH', 'OR')",1
"('PUSH', 'CALL_NEAR', 'CWDE')",2
"('CALL_NEAR', 'CWDE', 'PUSH')",5
"('CDQ', 'MOV', 'PUSH')",2
"('JNZ', 'MOVSX', 'AND')",4
"('MOVSX', 'AND', 'DEC')",1
"('SETNZ', 'JMP', 'OR')",2
"('STOSD', 'STOSD', 'MOVSX')",1
"('STOSD', 'MOVSX', 'MOV')",1
"('CMP', 'JNZ', 'FILD')",1
"('JNZ', 'FILD', 'PUSH')",2
"('FILD', 'PUSH', 'AND')",1
"('AND', 'LEA', 'FSTP')",1
"('FLD', 'FSTP', 'POP')",4
